ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S1560-683X2022000100008-sza","Socially desirable responding within the context of privacy-related research: A personality perspective","van der Schyff, Karl, Flowerday, Stephen, Renaud, Karen","South African Journal of Information Management; 24(1); 1-10","South African Journal of Information Management","Inglês","2022","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1560-683X2022000100008&lang=pt" 
"S1560-683X2022000100016-sza","Using Big Data analytics tool to influence decision-making in higher education: A case of South African Technical and Vocational Education and Training colleges","Selowa, Kleinbooi T., Ilorah, Appolonia I., Mokwena, Sello N.","South African Journal of Information Management; 24(1); 1-8","South African Journal of Information Management","Inglês","2022","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1560-683X2022000100016&lang=pt" 
"S2222-34362022000100026-sza","Lean practices and supply-chain competitiveness in the steel industry in Gauteng, South Africa","Khoza, Sizwe, Mafini, Chengedzai, Okoumba, Welby V. Loury","South African Journal of Economic and Management Sciences; 25(1); 1-14","South African Journal of Economic and Management Sciences","Inglês","2022","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2222-34362022000100026&lang=pt" 
"S2304-82632022000100012-sza","Employees&#039; perception of knowledge management in academic libraries in the digital age","Mabunda, Tiyani Tyson, Du Plessis, Tanya","South African Journal of Libraries and Information Science; 88(1); 1-11","South African Journal of Libraries and Information Science","Inglês","2022","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2304-82632022000100012&lang=pt" 
"S0259-94222022000400002-sza","COVID-19 vaccines, public health goods and Catholic social teaching: Why justice must prevail over charity in the global vaccine distribution","Ballano, Vivencio O.","HTS Theological Studies; 78(4); 1-9","HTS Theological Studies","Inglês","2022","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0259-94222022000400002&lang=pt" 
"S0101-20612022000100652-scl","Research on food safety sampling inspection system based on deep learning","CHEN, Tzu-Chia, YU, Shu-Yan","Food Science and Technology; 42(); -","Food Science and Technology","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612022000100652&lang=pt" 
"S0034-89102022000100215-scl","Coverage of fluoride data in water supply systems using the R software","Paulino, Camila de Moraes, Belotti, Lorrayne, Azevedo, Moises Kim Zanotto de, Frazão, Paulo","Revista de Saúde Pública; 56(); -","Revista de Saúde Pública","Português, Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102022000100215&lang=pt" 
"S0101-90742022000100407-scl","Pequena Ferrovia, grandes problemas: A E. F. Mate Laranjeira (1911-1959)","Queiroz, Paulo Roberto Cimó","História (São Paulo); 41(); -","História (São Paulo)","Português","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-90742022000100407&lang=pt" 
"S0001-37652022000401001-scl","A big data approach to identify the loss of coastal cultural ecosystem services caused by the 2019 Brazilian oil spill disaster","AZEVEDO, ANNA KAROLINE, VIEIRA, FELIPE A.S., GUEDES-SANTOS, JHONATAN, GAIA, JOÃO ARTHUR, PINHEIRO, BARBARA R., BRAGAGNOLO, CHIARA, CORREIA, RICARDO A., LADLE, RICHARD J., MALHADO, ANA C.M.","Anais da Academia Brasileira de Ciências; 94(); -","Anais da Academia Brasileira de Ciências","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652022000401001&lang=pt" 
"S2237-60892022000100413-scl","Association between Big Five personality factors and medication adherence in the elderly","Linkievicz, Natascha Melo, Sgnaolin, Vanessa, Engroff, Paula, Behr Gomes Jardim, Gabriel, Cataldo Neto, Alfredo","Trends in Psychiatry and Psychotherapy; 44(); -","Trends in Psychiatry and Psychotherapy","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-60892022000100413&lang=pt" 
"S0102-30982022000100166-scl","A cidade importa: urbanização, análise regional e segregação urbana em tempos de pandemia de Covid-19","Sathler, Douglas, Leiva, Guilherme","Revista Brasileira de Estudos de População; 39(); -","Revista Brasileira de Estudos de População","Português, Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-30982022000100166&lang=pt" 
"S0104-530X2022000100211-scl","Analysis of sales of vertical residential real estate projects in Goiânia and its influencing factors","Amaral, Tatiana Gondim do, Kafuri, Roberto Sebba, Oliveira, Marcelo Leite, Kafuri, Matheus Ramos, Medrano, Ronny Marcelo Aliaga","Gestão &amp; Produção; 29(); -","Gestão &amp; Produção","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2022000100211&lang=pt" 
"S1984-31432022000100208-scl","Heterologous in vitro fertilization and embryo production for assessment of jaguar (Panthera onca Linnaeus, 1758) frozen-thawed semen in different extenders","Santos, Maria Valéria de Oliveira, Silva, Herlon Victor Rodrigues, Bezerra, Luana Grasiele Pereira, Oliveira, Lhara Ricarliany Medeiros de, Oliveira, Moacir Franco de, Alves, Nilza Dutra, Silva, Lúcia Daniel Machado da, Silva, Alexandre Rodrigues, Pereira, Alexsandra Fernandes","Animal Reproduction; 19(1); -","Animal Reproduction","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-31432022000100208&lang=pt" 
"S1679-45082022000100239-scl","Eye diseases during pregnancy: a study with the medical data warehouse in the eye clinic of the Ludwig-Maximilians-Universität München in Munich in Germany","Martins, Thiago Gonçalves dos Santos, Schor, Paulo, Mendes, Luís Guilherme Arneiro, Anschütz, Andreas, Silva, Rufino","einstein (São Paulo); 20(); -","einstein (São Paulo)","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082022000100239&lang=pt" 
"S2175-33692022000100201-scl","A cidade neoliberal e a soberania de dados: mapeamento do cenário dos dispositivos de dataficação em São Paulo","Schiavi, Iara, Silveira, Sérgio Amadeu da","urbe. Revista Brasileira de Gestão Urbana; 14(); -","urbe. Revista Brasileira de Gestão Urbana","Português","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-33692022000100201&lang=pt" 
"S1679-45082022000100235-scl","Headache and rhinitis: pattern search on Google Trends for 17 years","Swerts, Diego Belandrino, Barbosa, Guilherme, Peres, Mario Fernando Prieto","einstein (São Paulo); 20(); -","einstein (São Paulo)","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082022000100235&lang=pt" 
"S1807-17752022000100307-scl","SOCIAL SCIENCES AND HUMANITIES ON BIG DATA: A BIBLIOMETRIC ANALYSIS","Becerra, Gastón, Ratovicius, Cristian","JISTEM - Journal of Information Systems and Technology Management; 19(); -","JISTEM - Journal of Information Systems and Technology Management","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-17752022000100307&lang=pt" 
"S1516-89132022000100314-scl","Correlations between Web Searches and COVID-19 Epidemiological Indicators in Brazil","Locatelli, Marcelo Sartori, Cunha, Evandro L. T. P, Guiginski, Janaína, Franco, Ramon A. S, Bernardes, Tereza, Alzamora, Pedro Loures, Silva, Daniel Victor F. da, Ganem, Marcelo Augusto S, Santos, Thiago H. M, Carvalho, Anne I. R, Souza, Leandro M. V, Paixão, Gabriela P. F, Chaves, Elisa França, Santos, Guilherme Bezerra dos, Santos, Rafael Vinícius dos, Freitas, Amanda Cupertino de, Flores, Matheus G, Biezuner, Rachel F, Cardoso, Rodolfo Lins, Fonseca, Rodrigo Machado, Silva, Ana Paula Couto da, Meira Jr, Wagner","Brazilian Archives of Biology and Technology; 65(); -","Brazilian Archives of Biology and Technology","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132022000100314&lang=pt" 
"S1677-54492022000100304-scl","Temporal trends in vena cava filter implantation in public health system inpatients: an 11-year analysis of the largest city in Brazil","Leiderman, Dafne Braga Diamante, Fiorelli, Marcelo, Teivelis, Marcelo Passos, Stabellini, Nickolas, Amaro Júnior, Edson, Wolosker, Nelson","Jornal Vascular Brasileiro; 21(); -","Jornal Vascular Brasileiro","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492022000100304&lang=pt" 
"S2594-50332022000100103-scl","City science and urban planning: geoprocessing as an instrument for municipal strategic planning","Santos, Paulo Henrique Neves, Cruz, Marcelo Geovane da, Santos, Wallace Fernando da Silva","Geopauta; 6(); -","Geopauta","Português, Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2594-50332022000100103&lang=pt" 
"S0001-37652022000401004-scl","Public awareness and engagement in relation to the coastal oil spill in northeast Brazil","ALMEIDA, JOÃO A.G.R., GUEDES-SANTOS, JHONATAN, VIEIRA, FELIPE A.S., AZEVEDO, ANNA K., SOUZA, CAROLINA N., PINHEIRO, BARBARA R., CORREIA, RICARDO A., MALHADO, ANA C.M., LADLE, RICHARD J.","Anais da Academia Brasileira de Ciências; 94(); -","Anais da Academia Brasileira de Ciências","Inglês","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652022000401004&lang=pt" 
"S0104-44782022000100202-scl","A economia política da inteligência artificial: o caso da Alemanha","Mendes, Vinícius","Revista de Sociologia e Política; 30(); -","Revista de Sociologia e Política","Português","2022","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782022000100202&lang=pt" 
"S0718-27242022000300040-chl","Structural Equation Modelling of Digital Transformation Process of Thailand Agriculture &amp; Food Industry","Niyawanont, Napatsaporn","Journal of technology management &amp; innovation; 17(3); 40-51","Journal of technology management &amp; innovation","Inglês","2022","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242022000300040&lang=pt" 
"S0718-07052022000200311-chl","Revisión bibliográfica sobre investigaciones relacionadas con materiales didácticos en educación infantil","Fernández Iglesias, Rebeca, Rodríguez Rodríguez, Jesús","Estudios pedagógicos (Valdivia); 48(2); 311-325","Estudios pedagógicos (Valdivia)","Espanhol","2022","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-07052022000200311&lang=pt" 
"S0719-367X2022000200181-chl","Twitter y la (de)construcción del mito: Maradona y el activismo digital feminista","Orbegozo Terradillos, Julen, Morales i Gras, Jordi, Larrondo Ureta, Ainara","Cuadernos.info; (52); 181-203","Cuadernos.info","Espanhol","2022","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-367X2022000200181&lang=pt" 
"S2304-78872022001900232-pry","Privacidade e proteção de dados no contexto de fusões e aquisições transfronteiriças: a (possível) função cooperativa do direito concorrencial","Santos, Laura Mello dos","Revista de la Secretaría del Tribunal Permanente de Revisión; 10(19); 232-250","Revista de la Secretaría del Tribunal Permanente de Revisión","Português","2022","http://scielo.iics.una.py//scielo.php?script=sci_arttext&pid=S2304-78872022001900232&lang=pt" 
"S0102-311X2022001005003-spa","Das farmácias comunitárias às grandes redes: provisão privada de medicamentos, sistema de saúde e financeirização no varejo farmacêutico brasileiro","Mattos, Leonardo Vidal, Silva, Rondineli Mendes da, Silva, Flávio da Rocha Pires da, Luiza, Vera Lúcia","Cadernos de Saúde Pública; 38(); -","Cadernos de Saúde Pública","Português","2022","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2022001005003&lang=pt" 
"S0034-89102022000100215-spa","Coverage of fluoride data in water supply systems using the R software","Paulino, Camila de Moraes, Belotti, Lorrayne, Azevedo, Moises Kim Zanotto de, Frazão, Paulo","Revista de Saúde Pública; 56(); -","Revista de Saúde Pública","Português, Inglês","2022","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102022000100215&lang=pt" 
"S1576-59622022000300001-esp","Human resources analytics: a systematic review from a sustainable management approach","Álvarez-Gutiérrez, Francisco J, Stone, Dianna L, Castaño, Ana M, García-Izquierdo, Antonio L","Revista de Psicología del Trabajo y de las Organizaciones; 38(3); 129-147","Revista de Psicología del Trabajo y de las Organizaciones","Inglês","2022","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1576-59622022000300001&lang=pt" 
"S1665-64232022000300306-mex","A test model for database architectures: an assessment for job search engine systems","Bernal, Mary Carlota, Molina, Yeimer","Journal of applied research and technology; 20(3); 306-319","Journal of applied research and technology","Inglês","2022","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-64232022000300306&lang=pt" 
"S2182-12672021000200052-prt","ANÁLISE DA MOBILIDADE INTERURBANA NO BRASIL POR MEIO DE UMA MATRIZ ORIGEM DESTINO DE DADOS DA TELEFONIA MÓVEL","SILVA, LEANDRO RODRIGUES, DE PAULA, RUBEM OLIVEIRA, YAMASHITA, YAEKO, SILVA, LUIZ NOBERTO BRANQUINHO","GOT, Revista de Geografia e Ordenamento do Território; (22); 52-82","GOT, Revista de Geografia e Ordenamento do Território","Português","2021","http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S2182-12672021000200052&lang=pt" 
"preprint_3272","Habits and rationality: An interdisciplinary philosophical study on autonomy in the Big Data era","Broens, Mariana C., Gonzalez, Maria Eunice, Kobayashi, Guiou, Quilici-Gonzalez, José Artur","; (); -","","Português","2021","/scielo.php?script=sci_arttext&pid=https://preprints.scielo.org/index.php/scielo/preprint/view/3272&lang=pt" 
"S2313-78352021000200004-sza","Big Data Driven Decision Making Model: A case of the South African banking sector","Pillay, Komla, van der Merwe, Alta","South African Computer Journal; 33(2); 55-71","South African Computer Journal","Inglês","2021","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2313-78352021000200004&lang=pt" 
"S0101-31732021000400375-scl","Opinião pública e tecnologia: os impactos do Big Data nos estudos de opinião pública sob o olhar do pragmatismo","Romanini, Vinícius, Caldas, Pedro","Trans/Form/Ação; 44(4); 375-398","Trans/Form/Ação","Português","2021","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31732021000400375&lang=pt" 
"S0122-63392021000200244-col","Redes sociales virtuales: la interacción comunicativa humana devenida en técnica","Beltrán Riaño, Daniel Ernesto","Enunciación; 26(2); 244-254","Enunciación","Espanhol","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-63392021000200244&lang=pt" 
"S0121-75502021000200013-col","Prometo, luego existo: ciencia, conocimiento y promesas en la modernidad periférica","Kreimer, Pablo","Nómadas; (55); 13-27","Nómadas","Espanhol","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-75502021000200013&lang=pt" 
"S2027-83062021000200507-col","The value of open data government: a quality assessment approach","Maestre-Gongora, Gina, Rangel-Carrillo, Adriana, Osorio-Sanabria, Mariutsi","Revista de Investigación, Desarrollo e Innovación; 11(3); 507-518","Revista de Investigación, Desarrollo e Innovación","Inglês","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2027-83062021000200507&lang=pt" 
"S1794-44492021000200058-col","Esquema de Flujo de Datos para la Toma de Decisiones en el Sector Público","Rivero-Riqueme, Daniela, Ortiz-Clavijo, Luis Felipe","Revista Lasallista de Investigación; 18(2); 58-68","Revista Lasallista de Investigación","Espanhol","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-44492021000200058&lang=pt" 
"S0124-22532021000300304-col","Arquitectura de Big Data para la gestión de incendios forestales en la región de La Araucanía","Vásquez-Morales, Felipe, Cravero-Leal, Ania","Revista científica; (42); 304-314","Revista científica","Espanhol","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-22532021000300304&lang=pt" 
